data;setup;nivel;lado;entrada;hora;saida;motivo;pts
2025-08-19;A;ABERTURA;COMPRA;140170;09:00;09:00;STOP;-100.00
2025-08-20;A;ABERTURA;COMPRA;136795;09:00;09:04;STOP+;0.00
2025-08-21;A;ABERTURA;COMPRA;136960;09:00;09:00;STOP;-100.00
2025-08-22;A;ABERTURA;VENDA;137165;09:00;09:00;STOP;-100.00
2025-08-25;A;ABERTURA;VENDA;140780;09:02;09:02;STOP;-100.00
2025-08-26;A;ABERTURA;COMPRA;140525;09:02;09:02;STOP;-100.00
2025-08-27;A;ABERTURA;COMPRA;140100;09:00;09:00;STOP;-100.00
2025-08-28;A;ABERTURA;VENDA;142150;09:03;09:03;STOP;-100.00
2025-08-29;A;ABERTURA;COMPRA;143005;09:03;09:03;STOP;-100.00
2025-09-01;A;ABERTURA;VENDA;143905;09:02;09:03;STOP;-100.00
2025-09-02;A;ABERTURA;COMPRA;142650;09:00;09:00;STOP;-100.00
2025-09-03;A;ABERTURA;VENDA;142700;09:00;09:00;STOP;-100.00
2025-09-04;A;ABERTURA;COMPRA;141750;09:00;09:01;STOP;-100.00
2025-09-05;A;ABERTURA;VENDA;143240;09:00;09:01;STOP;-100.00
2025-09-08;A;ABERTURA;VENDA;144850;09:00;09:00;STOP;-100.00
2025-09-09;A;ABERTURA;VENDA;143930;09:00;09:19;STOP+;0.00
2025-09-10;A;ABERTURA;VENDA;143780;09:00;09:00;STOP;-100.00
2025-09-11;A;ABERTURA;VENDA;144150;09:00;09:01;STOP;-100.00
2025-09-12;A;ABERTURA;COMPRA;144395;09:00;09:01;STOP;-100.00
2025-09-15;A;ABERTURA;VENDA;144150;09:00;09:01;STOP;-100.00
2025-09-16;A;ABERTURA;VENDA;145620;09:00;09:02;STOP+;0.00
2025-09-17;A;ABERTURA;COMPRA;145400;09:00;09:00;STOP;-100.00
2025-09-18;A;ABERTURA;VENDA;147100;09:00;09:00;STOP;-100.00
2025-09-19;A;ABERTURA;COMPRA;146730;09:00;09:00;STOP;-100.00
2025-09-22;A;ABERTURA;COMPRA;146675;09:00;09:01;STOP;-100.00
2025-09-23;A;ABERTURA;COMPRA;146135;09:00;09:31;ALVO;196.67
2025-09-24;A;ABERTURA;COMPRA;147590;09:00;09:00;STOP;-100.00
2025-09-25;A;ABERTURA;VENDA;148000;09:00;09:00;STOP;-100.00
2025-09-26;A;ABERTURA;VENDA;146545;09:00;09:05;ALVO;196.67
2025-09-29;A;ABERTURA;VENDA;146635;09:00;09:00;STOP;-100.00
