index;date;pivot;entry;body;range;upper_wick;lower_wick;upper_wick_ratio;lower_wick_ratio;quantity;trades;duration;run_length;prev_quantity;prev_trades;prev_duration;future_move;adverse_move;net_move;quantity_percentile;trades_percentile;wick_imbalance;quantity_q;trades_q;wick_q
35697;2026-07-15 13:46:48.208;HIGH;181150;50;150;100;0;0,6666666666666666;0,0;55;27;452132,0;3;25;4;41,0;300;20;280;0,27628289082033575;0,33414692225264914;-100;1;1;0
35703;2026-07-15 13:57:37.733;LOW;181000;50;150;0;100;0,0;0,6666666666666666;26;14;154470,0;6;23;9;59457,0;200;85;115;0,20442909870222645;0,2580664364805334;100;0;1;3
35707;2026-07-15 14:08:40.002;HIGH;181050;50;120;70;0;0,5833333333333334;0,0;18;5;115705,0;4;9;3;43638,0;135;350;-215;0,17067508036671034;0,1335873318252173;-70;0;0;1
35710;2026-07-15 14:16:47.800;LOW;181050;50;135;0;85;0,0;0,6296296296296297;6;3;107924,0;3;3;2;6593,0;460;0;460;0,08893915942374092;0,08739135611382308;85;0;0;3
35720;2026-07-15 14:35:56.494;HIGH;181400;50;110;60;0;0,5454545454545454;0,0;35;12;291769,0;10;7;2;11837,0;5;325;-320;0,23401595428027147;0,23711156090010715;-60;0;0;1
35726;2026-07-15 14:47:11.882;HIGH;181600;50;120;70;0;0,5833333333333334;0,0;25;7;232596,0;5;6;4;11001,0;100;240;-140;0,20133349208239076;0,16894868436718657;-70;0;0;1
35728;2026-07-15 15:01:37.686;LOW;181650;50;150;0;100;0,0;0,6666666666666666;34;15;334754,0;2;46;14;581318,0;190;90;100;0,23097987855697108;0,2681271579949994;100;0;1;3
35730;2026-07-15 15:13:00.707;HIGH;181600;50;125;75;0;0,6;0,0;46;23;598124,0;2;20;16;337209,0;40;240;-200;0,25961423979045123;0,3174782712227646;-75;1;1;0
35734;2026-07-15 15:32:10.543;HIGH;181700;50;140;90;0;0,6428571428571429;0,0;78;27;197800,0;3;5;5;39268,0;200;140;60;0,30259554708893915;0,33414692225264914;-90;1;1;0
35737;2026-07-15 15:51:15.966;LOW;181700;50;135;0;85;0,0;0,6296296296296297;35;13;660698,0;3;55;23;889912,0;140;240;-100;0,23401595428027147;0,2483629003452792;85;0;0;3
35740;2026-07-15 16:15:44.475;HIGH;181700;50;140;90;0;0,6428571428571429;0,0;74;32;929128,0;3;60;17;467993,0;300;25;275;0,29955947136563876;0,3476604357661626;-90;1;1;0
35745;2026-07-15 16:47:34.184;LOW;181600;50;140;0;90;0,0;0,6428571428571429;108;43;825198,0;5;76;27;870918,0;100;200;-100;0,3234313608762948;0,36784140969163;90;1;1;3
35747;2026-07-15 17:09:20.226;HIGH;181550;50;150;100;0;0,6666666666666666;0,0;500;29;295222,0;2;36;17;350997,0;150;250;-100;0,38730801285867367;0,34045719728539114;-100;1;1;0
35750;2026-07-15 17:24:10.542;LOW;181550;50;150;0;100;0,0;0,6666666666666666;140;49;2591435,0;3;22;13;530942,0;400;45;355;0,33861173949279677;0,3755208953446839;100;1;1;3
35753;2026-07-15 18:13:41.997;HIGH;181550;50;110;60;0;0,5454545454545454;0,0;627;13;255652,0;3;41;6;180624,0;45;550;-505;0,394273127753304;0,2483629003452792;-60;1;0;1
35766;2026-07-15 18:31:24.679;HIGH;182100;50;150;100;0;0,6666666666666666;0,0;91;4;0,0;12;0;0;0,0;500;0;500;0,31295392308608166;0,11251339445172044;-100;1;0;0
35788;2026-07-16 09:00:51.297;LOW;181150;50;150;0;100;0,0;0,6666666666666666;22;2;3711,0;22;0;0;0,0;400;0;400;0,18912965829265388;0,05929277294916061;100;0;0;3
35794;2026-07-16 09:02:20.418;HIGH;181300;50;145;95;0;0,6551724137931034;0,0;38;10;13618,0;6;8;3;1056,0;20;550;-530;0,2420526253125372;0,21187046076913918;-95;0;0;0
35810;2026-07-16 09:02:52.002;HIGH;182000;50;140;90;0;0,6428571428571429;0,0;63;14;2909,0;15;25;6;1148,0;250;50;200;0,2867007977140136;0,2580664364805334;-90;1;1;0
35813;2026-07-16 09:02:54.918;LOW;182000;50;140;0;90;0,0;0,6428571428571429;34;8;28,0;3;99;4;1,0;80;250;-170;0,23097987855697108;0,18454577925943566;90;0;0;3
35817;2026-07-16 09:03:01.654;LOW;181900;50;150;0;100;0,0;0,6666666666666666;5;4;1695,0;3;0;0;0,0;220;20;200;0,07899749970234551;0,11251339445172044;100;0;0;3
35821;2026-07-16 09:03:12.174;HIGH;181950;50;130;80;0;0,6153846153846154;0,0;282;46;1978,0;4;302;15;6592,0;70;350;-280;0,3668293844505298;0,3721276342421717;-80;1;1;0
35823;2026-07-16 09:03:15.044;LOW;182000;50;120;0;70;0,0;0,5833333333333334;232;50;7159,0;2;20;1;0,0;330;80;250;0,36081676390046435;0,3764733896892487;70;1;1;2
35826;2026-07-16 09:03:58.175;HIGH;182000;50;120;70;0;0,5833333333333334;0,0;62;8;6295,0;3;46;6;15210,0;45;415;-370;0,28533158709370166;0,18454577925943566;-70;1;0;1
35832;2026-07-16 09:04:34.660;HIGH;182200;50;130;80;0;0,6153846153846154;0,0;133;21;2592,0;5;1;1;0,0;200;215;-15;0,3360519109417788;0,3089653530182165;-80;1;1;0
35836;2026-07-16 09:05:00.196;HIGH;182300;50;115;65;0;0,5652173913043478;0,0;1;1;0,0;3;7;4;5294,0;320;30;290;0,01595428027146089;0,022145493511132278;-65;0;0;1
35843;2026-07-16 09:05:31.856;LOW;182100;50;120;0;70;0,0;0,5833333333333334;25;7;22028,0;7;2;1;0,0;400;0;400;0,20133349208239076;0,16894868436718657;70;0;0;2
35851;2026-07-16 09:07:21.170;HIGH;182350;50;150;100;0;0,6666666666666666;0,0;29;18;34606,0;8;124;17;40623,0;500;5;495;0,21508512918204548;0,2910465531610906;-100;0;1;0
35864;2026-07-16 09:11:03.362;LOW;181850;50;150;0;100;0,0;0,6666666666666666;48;27;245602,0;13;6;3;2143,0;140;350;-210;0,26330515537564;0,33414692225264914;100;1;1;3
35867;2026-07-16 09:15:25.513;HIGH;181850;50;140;90;0;0,6428571428571429;0,0;19;8;24830,0;3;9;4;492,0;480;65;415;0,17561614477914037;0,18454577925943566;-90;0;0;0
35877;2026-07-16 09:29:56.211;LOW;181500;50;130;0;80;0,0;0,6153846153846154;2;2;1,0;10;14;5;48302,0;25;295;-270;0,04000476247172283;0,05929277294916061;80;0;0;3
35882;2026-07-16 09:32:39.902;LOW;181350;50;145;0;95;0,0;0,6551724137931034;14;12;65468,0;4;7;2;0,0;90;150;-60;0,14918442671746637;0,23711156090010715;95;0;0;3
35884;2026-07-16 09:34:44.592;HIGH;181300;50;120;70;0;0,5833333333333334;0,0;15;12;154245,0;2;24;9;29755,0;200;140;60;0,15448267650910824;0,23711156090010715;-70;0;0;1
35888;2026-07-16 09:43:35.732;LOW;181350;50;150;0;100;0,0;0,6666666666666666;52;19;222169,0;2;48;6;237,0;65;450;-385;0,2711632337182998;0,2975949517799738;100;1;1;3
35890;2026-07-16 09:47:45.395;HIGH;181300;50;115;65;0;0,5652173913043478;0,0;1;1;0,0;2;2;2;0,0;500;75;425;0,01595428027146089;0,022145493511132278;-65;0;0;1
35902;2026-07-16 10:01:05.647;LOW;180850;50;130;0;80;0,0;0,6153846153846154;19;11;9773,0;12;6;2;1855,0;90;205;-115;0,17561614477914037;0,22443147993808787;80;0;0;3
35906;2026-07-16 10:03:07.038;LOW;180750;50;105;0;55;0,0;0,5238095238095238;9;6;15829,0;3;23;12;77046,0;190;250;-60;0,11483509941659721;0,15162519347541373;55;0;0;2
35910;2026-07-16 10:04:12.306;HIGH;180800;50;140;90;0;0,6428571428571429;0,0;23;15;60467,0;4;7;6;7240,0;430;0;430;0,1932372901535897;0,2681271579949994;-90;0;1;0
35919;2026-07-16 10:06:36.633;LOW;180500;50;130;0;80;0,0;0,6153846153846154;35;11;697,0;9;21;7;993,0;360;0;360;0,23401595428027147;0,22443147993808787;80;0;0;3
35924;2026-07-16 10:09:54.971;HIGH;180600;50;105;55;0;0,5238095238095238;0,0;7;5;9311,0;5;0;0;0,0;45;260;-215;0,09905941183474223;0,1335873318252173;-55;0;0;1
35929;2026-07-16 10:15:49.501;HIGH;180750;50;110;60;0;0,5454545454545454;0,0;13;1;0,0;4;9;5;37354,0;400;0;400;0,14340992975354208;0,022145493511132278;-60;0;0;1
35933;2026-07-16 10:16:50.566;LOW;180700;50;140;0;90;0,0;0,6428571428571429;6;6;23747,0;4;2;2;4035,0;5;360;-355;0,08893915942374092;0,15162519347541373;90;0;0;3
35940;2026-07-16 10:21:01.680;LOW;180450;50;110;0;60;0,0;0,5454545454545454;27;17;59238,0;6;12;6;338,0;115;250;-135;0,20800095249434455;0,284021907369925;60;0;1;2
35943;2026-07-16 10:22:55.979;HIGH;180450;50;115;65;0;0,5652173913043478;0,0;23;11;68258,0;3;125;19;39631,0;400;110;290;0,1932372901535897;0,22443147993808787;-65;0;0;1
35955;2026-07-16 10:31:00.762;LOW;180100;50;125;0;75;0,0;0,6;48;15;14600,0;10;39;6;11572,0;40;550;-510;0,26330515537564;0,2681271579949994;75;1;1;2
35969;2026-07-16 10:35:21.384;LOW;179500;50;130;0;80;0,0;0,6153846153846154;3;2;228,0;13;28;18;66985,0;100;250;-150;0,054947017502083584;0,05929277294916061;80;0;0;3
35971;2026-07-16 10:36:02.038;HIGH;179450;50;150;100;0;0,6666666666666666;0,0;71;7;28131,0;2;0;0;0,0;250;50;200;0,29664245743540896;0,16894868436718657;-100;1;0;0
35974;2026-07-16 10:36:38.700;LOW;179450;50;110;0;60;0,0;0,5454545454545454;6;3;7,0;3;35;6;1310,0;50;255;-205;0,08893915942374092;0,08739135611382308;60;0;0;2
35980;2026-07-16 10:44:26.735;LOW;179350;50;150;0;100;0,0;0,6666666666666666;324;47;163978,0;3;4;2;367,0;175;155;20;0,3720681033456364;0,37385403024169545;100;1;1;3
35983;2026-07-16 10:48:17.900;LOW;179300;50;105;0;55;0,0;0,5238095238095238;87;12;40278,0;2;16;4;16254,0;225;70;155;0,3108703417073461;0,23711156090010715;55;1;0;2
35988;2026-07-16 10:50:42.824;HIGH;179400;50;125;75;0;0,6;0,0;156;26;124209,0;5;20;6;15898,0;170;250;-80;0,3454577925943565;0,3300392903917133;-75;1;1;0
35992;2026-07-16 10:57:08.791;LOW;179350;50;120;0;70;0,0;0,5833333333333334;12;6;112706,0;4;27;13;72799,0;500;0;500;0,13817121085843553;0,15162519347541373;70;0;0;2
36004;2026-07-16 11:03:28.983;HIGH;179800;50;130;80;0;0,6153846153846154;0,0;42;19;29994,0;12;109;23;109388,0;35;420;-385;0,25205381593046794;0,2975949517799738;-80;1;1;0
36014;2026-07-16 11:11:28.648;HIGH;180100;50;120;70;0;0,5833333333333334;0,0;34;14;75781,0;7;23;8;5582,0;290;50;240;0,23097987855697108;0,2580664364805334;-70;0;1;1
36020;2026-07-16 11:17:22.173;LOW;179950;50;140;0;90;0,0;0,6428571428571429;26;8;53466,0;6;90;9;34330,0;185;115;70;0,20442909870222645;0,18454577925943566;90;0;0;3
36024;2026-07-16 11:19:53.061;HIGH;180000;50;135;85;0;0,6296296296296297;0,0;6;2;28800,0;4;30;5;897,0;165;250;-85;0,08893915942374092;0,05929277294916061;-85;0;0;0
36028;2026-07-16 11:23:38.187;LOW;179950;50;115;0;65;0,0;0,5652173913043478;24;16;223921,0;4;88;16;161706,0;500;30;470;0,19746398380759614;0,2766996070960829;65;0;1;2
36042;2026-07-16 11:53:36.771;HIGH;180500;50;115;65;0;0,5652173913043478;0,0;37;22;103006,0;14;5;4;12239,0;300;0;300;0,2393142040719133;0,3134301702583641;-65;0;1;1
36048;2026-07-16 11:57:04.485;LOW;180350;50;135;0;85;0,0;0,6296296296296297;4;2;5477,0;6;4;2;5264,0;80;250;-170;0,06798428384331467;0,05929277294916061;85;0;0;3
36050;2026-07-16 11:58:19.768;HIGH;180300;50;130;80;0;0,6153846153846154;0,0;2;1;0,0;2;1;1;0,0;220;100;120;0,04000476247172283;0,022145493511132278;-80;0;0;0
36053;2026-07-16 12:03:21.385;LOW;180300;50;110;0;60;0,0;0,5454545454545454;10;2;3151,0;3;4;3;3145,0;100;220;-120;0,12328848672461007;0,05929277294916061;60;0;0;2
36055;2026-07-16 12:04:34.405;HIGH;180250;50;150;100;0;0,6666666666666666;0,0;11;10;87131,0;2;0;0;0,0;170;125;45;0,13168234313608762;0,21187046076913918;-100;0;0;0
36059;2026-07-16 12:07:46.272;LOW;180200;50;120;0;70;0,0;0,5833333333333334;24;8;56685,0;4;26;12;85833,0;300;35;265;0,19746398380759614;0,18454577925943566;70;0;0;2
36063;2026-07-16 12:11:21.528;HIGH;180250;50;125;75;0;0,6;0,0;18;12;155820,0;4;20;11;70662,0;85;315;-230;0,17067508036671034;0,23711156090010715;-75;0;0;0
36065;2026-07-16 12:13:57.523;LOW;180300;50;135;0;85;0,0;0,6296296296296297;110;23;136205,0;2;4;3;3,0;265;55;210;0,3245624479104655;0,3174782712227646;85;1;1;3
36071;2026-07-16 12:27:31.321;HIGH;180450;50;115;65;0;0,5652173913043478;0,0;51;18;107402,0;6;9;3;7403,0;175;140;35;0,26884152875342304;0,2910465531610906;-65;1;1;1
36075;2026-07-16 12:30:14.211;LOW;180400;50;125;0;75;0,0;0,6;55;13;185066,0;4;3;2;1931,0;190;50;140;0,27628289082033575;0,2483629003452792;75;1;0;2
36079;2026-07-16 12:39:33.879;HIGH;180450;50;140;90;0;0,6428571428571429;0,0;40;15;249311,0;4;50;6;17159,0;260;125;135;0,24764852958685557;0,2681271579949994;-90;0;1;0
36081;2026-07-16 12:47:48.640;LOW;180500;50;145;0;95;0,0;0,6551724137931034;24;17;141143,0;2;9;4;237230,0;75;350;-275;0,19746398380759614;0,284021907369925;95;0;1;3
36083;2026-07-16 12:51:30.355;HIGH;180450;50;125;75;0;0,6;0,0;49;20;610802,0;2;1;1;0,0;375;0;375;0,2652101440647696;0,3037266341231099;-75;1;1;0
36089;2026-07-16 13:06:11.586;LOW;180300;50;110;0;60;0,0;0,5454545454545454;7;3;8902,0;6;12;7;47376,0;5;350;-345;0,09905941183474223;0,08739135611382308;60;0;0;2
36093;2026-07-16 13:15:09.909;LOW;180200;50;125;0;75;0,0;0,6;74;11;194416,0;3;39;17;179154,0;25;350;-325;0,29955947136563876;0,22443147993808787;75;1;0;2
36097;2026-07-16 13:20:14.502;LOW;180100;50;150;0;100;0,0;0,6666666666666666;158;37;587501,0;3;6;1;0,0;70;350;-280;0,3464102869389213;0,3590308370044053;100;1;1;3
36099;2026-07-16 13:40:51.824;HIGH;180050;50;120;70;0;0,5833333333333334;0,0;70;22;47209,0;2;81;34;648981,0;400;55;345;0,2955709012977735;0,3134301702583641;-70;1;1;1
36104;2026-07-16 13:50:55.042;LOW;179950;50;110;0;60;0,0;0,5454545454545454;20;3;7872,0;5;73;21;226787,0;20;550;-530;0,1802000238123586;0,08739135611382308;60;0;0;2
36115;2026-07-16 14:09:28.557;LOW;179500;50;105;0;55;0,0;0,5238095238095238;156;12;34977,0;10;117;17;15728,0;70;250;-180;0,3454577925943565;0,23711156090010715;55;1;0;2
36117;2026-07-16 14:12:41.355;HIGH;179450;50;120;70;0;0,5833333333333334;0,0;138;11;80051,0;2;216;21;118309,0;300;50;250;0,3375997142516966;0,22443147993808787;-70;1;0;1
36120;2026-07-16 14:15:05.363;LOW;179450;50;150;0;100;0,0;0,6666666666666666;228;14;31538,0;3;12;3;432,0;50;450;-400;0,36010239314204073;0,2580664364805334;100;1;1;3
36132;2026-07-16 15:06:12.352;LOW;179050;50;145;0;95;0,0;0,6551724137931034;12;9;225015,0;9;38;13;54836,0;265;25;240;0,13817121085843553;0,1985950708417669;95;0;0;3
36138;2026-07-16 15:22:23.765;HIGH;179200;50;115;65;0;0,5652173913043478;0,0;30;8;288410,0;6;265;32;487864,0;185;55;130;0,2187165138706989;0,18454577925943566;-65;0;0;1
36142;2026-07-16 15:31:56.263;LOW;179150;50;125;0;75;0,0;0,6;832;121;790047,0;4;6;3;13868,0;105;170;-65;0,4037980711989523;0,405524467198476;75;1;1;2
36145;2026-07-16 15:50:52.557;HIGH;179150;50;105;55;0;0,5238095238095238;0,0;8;8;9714,0;3;90;19;273447,0;175;50;125;0,10751279914275509;0,18454577925943566;-55;0;0;1
36148;2026-07-16 16:07:48.618;LOW;179150;50;135;0;85;0,0;0,6296296296296297;120;15;530568,0;3;70;15;710683,0;110;175;-65;0,32902726515061315;0,2681271579949994;85;1;1;3
36151;2026-07-16 16:33:52.892;LOW;179100;50;120;0;70;0,0;0,5833333333333334;28;18;559286,0;2;17;8;3752,0;160;150;10;0,21175139897606857;0,2910465531610906;70;0;1;2
36157;2026-07-16 17:04:52.009;HIGH;179150;50;110;60;0;0,5454545454545454;0,0;5;5;80668,0;4;38;15;286758,0;300;15;285;0,07899749970234551;0,1335873318252173;-60;0;0;1
36163;2026-07-16 17:31:31.693;LOW;179000;50;130;0;80;0,0;0,6153846153846154;57;19;326204,0;6;76;13;38914,0;95;450;-355;0,2790808429574949;0,2975949517799738;80;1;1;3
36165;2026-07-16 17:40:36.762;HIGH;178950;50;145;95;0;0,6551724137931034;0,0;134;38;1650682,0;2;10;1;0,0;500;45;455;0,3365876890105965;0,36075723300392903;-95;1;1;0
36179;2026-07-17 09:00:49.838;LOW;178400;50;150;0;100;0,0;0,6666666666666666;69;11;35683,0;14;0;0;0,0;300;50;250;0,2944993451601381;0,22443147993808787;100;1;0;3
36185;2026-07-17 09:01:29.340;HIGH;178550;50;150;100;0;0,6666666666666666;0,0;3;2;3094,0;6;0;0;0,0;275;50;225;0,054947017502083584;0,05929277294916061;-100;0;0;0
36191;2026-07-17 09:03:06.965;LOW;178400;50;125;0;75;0,0;0,6;21;2;280,0;6;7;2;1050,0;400;55;345;0,18472437194904157;0,05929277294916061;75;0;0;2
36196;2026-07-17 09:03:19.074;HIGH;178500;50;110;60;0;0,5454545454545454;0,0;4;3;1708,0;5;0;0;0,0;5;550;-545;0,06798428384331467;0,08739135611382308;-60;0;0;1
36213;2026-07-17 09:04:22.568;HIGH;179250;50;115;65;0;0,5652173913043478;0,0;51;3;1074,0;16;0;0;0,0;285;0;285;0,26884152875342304;0,08739135611382308;-65;1;0;1
36219;2026-07-17 09:04:36.169;LOW;179100;50;120;0;70;0,0;0,5833333333333334;28;5;1086,0;6;1;1;0,0;150;150;0;0,21175139897606857;0,1335873318252173;70;0;0;2
36221;2026-07-17 09:04:39.266;HIGH;179050;50;110;60;0;0,5454545454545454;0,0;2;1;0,0;2;0;0;0,0;100;200;-100;0,04000476247172283;0,022145493511132278;-60;0;0;1
36223;2026-07-17 09:04:43.944;LOW;179100;50;135;0;85;0,0;0,6296296296296297;81;15;22773,0;2;0;0;0,0;200;150;50;0,30563162281223955;0,2681271579949994;85;1;1;3
36226;2026-07-17 09:05:12.684;HIGH;179100;50;150;100;0;0,6666666666666666;0,0;132;19;6472,0;3;16;3;175,0;150;220;-70;0,3353970710798905;0,2975949517799738;-100;1;1;0
36229;2026-07-17 09:05:24.250;LOW;179100;50;150;0;100;0,0;0,6666666666666666;106;14;23089,0;3;1;1;0,0;220;150;70;0,32224074294558874;0,2580664364805334;100;1;1;3
36234;2026-07-17 09:06:41.313;HIGH;179200;50;120;70;0;0,5833333333333334;0,0;28;6;6586,0;5;79;5;8935,0;500;0;500;0,21175139897606857;0,15162519347541373;-70;0;0;1
36245;2026-07-17 09:09:17.353;LOW;178800;50;130;0;80;0,0;0,6153846153846154;11;10;19328,0;11;24;6;8241,0;380;0;380;0,13168234313608762;0,21187046076913918;80;0;0;3
36253;2026-07-17 09:16:42.347;HIGH;179050;50;130;80;0;0,6153846153846154;0,0;9;8;42662,0;8;9;9;86784,0;325;0;325;0,11483509941659721;0,18454577925943566;-80;0;0;0
36260;2026-07-17 09:20:54.778;LOW;178850;50;125;0;75;0,0;0,6;2;1;0,0;7;17;4;40757,0;115;240;-125;0,04000476247172283;0,022145493511132278;75;0;0;2
36263;2026-07-17 09:21:48.680;HIGH;178850;50;115;65;0;0,5652173913043478;0,0;4;4;5398,0;3;11;2;16920,0;240;50;190;0,06798428384331467;0,11251339445172044;-65;0;0;1
36266;2026-07-17 09:25:22.994;LOW;178850;50;150;0;100;0,0;0,6666666666666666;126;17;223834,0;3;12;3;60133,0;200;240;-40;0,33224193356351944;0,284021907369925;100;1;1;3
36270;2026-07-17 09:35:44.008;LOW;178750;50;140;0;90;0,0;0,6428571428571429;21;11;145844,0;3;12;4;14,0;400;0;400;0,18472437194904157;0,22443147993808787;90;0;0;3
36278;2026-07-17 09:43:36.011;HIGH;179000;50;150;100;0;0,6666666666666666;0,0;92;18;94353,0;8;13;4;142,0;165;150;15;0,3135492320514347;0,2910465531610906;-100;1;1;0
36284;2026-07-17 09:59:06.074;LOW;179050;50;130;0;80;0,0;0,6153846153846154;27;10;53899,0;2;4;2;0,0;35;350;-315;0,20800095249434455;0,21187046076913918;80;0;0;3
36288;2026-07-17 10:00:21.822;LOW;178950;50;115;0;65;0,0;0,5652173913043478;4;4;6277,0;3;2;2;2,0;70;290;-220;0,06798428384331467;0,11251339445172044;65;0;0;2
36290;2026-07-17 10:00:40.327;HIGH;178900;50;120;70;0;0,5833333333333334;0,0;30;4;28326,0;2;0;0;0,0;240;150;90;0,2187165138706989;0,11251339445172044;-70;0;0;1
36295;2026-07-17 10:01:40.244;LOW;178800;50;140;0;90;0,0;0,6428571428571429;19;8;15354,0;5;13;4;12704,0;260;90;170;0,17561614477914037;0,18454577925943566;90;0;0;3
36301;2026-07-17 10:05:09.710;HIGH;178950;50;110;60;0;0,5454545454545454;0,0;23;10;136270,0;6;4;4;13847,0;115;150;-35;0,1932372901535897;0,21187046076913918;-60;0;0;1
36304;2026-07-17 10:08:47.735;LOW;178950;50;115;0;65;0,0;0,5652173913043478;9;5;29781,0;3;11;2;5071,0;235;100;135;0,11483509941659721;0,1335873318252173;65;0;0;2
36307;2026-07-17 10:10:04.897;HIGH;178950;50;110;60;0;0,5454545454545454;0,0;1;1;0,0;3;2;2;100,0;100;235;-135;0,01595428027146089;0,022145493511132278;-60;0;0;1
36309;2026-07-17 10:11:30.979;LOW;179000;50;150;0;100;0,0;0,6666666666666666;7;4;153181,0;2;10;1;0,0;185;250;-65;0,09905941183474223;0,11251339445172044;100;0;0;3
36313;2026-07-17 10:16:54.308;HIGH;179050;50;135;85;0;0,6296296296296297;0,0;27;10;34842,0;4;2;2;54,0;410;0;410;0,20800095249434455;0,21187046076913918;-85;0;0;0
36322;2026-07-17 10:23:30.890;LOW;178750;50;110;0;60;0,0;0,5454545454545454;10;2;0,0;9;27;14;58105,0;200;205;-5;0,12328848672461007;0,05929277294916061;60;0;0;2
36326;2026-07-17 10:24:27.262;LOW;178650;50;105;0;55;0,0;0,5238095238095238;9;5;99145,0;3;22;3;37,0;420;0;420;0,11483509941659721;0,1335873318252173;55;0;0;2
36335;2026-07-17 10:28:21.572;HIGH;178950;50;120;70;0;0,5833333333333334;0,0;19;11;62333,0;9;5;1;0,0;180;250;-70;0,17561614477914037;0,22443147993808787;-70;0;0;1
36339;2026-07-17 10:30:10.528;LOW;178900;50;130;0;80;0,0;0,6153846153846154;4;4;48020,0;4;3;2;0,0;450;0;450;0,06798428384331467;0,11251339445172044;80;0;0;3
36348;2026-07-17 10:33:30.707;HIGH;179200;50;150;100;0;0,6666666666666666;0,0;168;12;66228,0;9;8;2;149,0;330;0;330;0,34855339921419215;0,23711156090010715;-100;1;0;0
36353;2026-07-17 10:35:38.159;LOW;179100;50;135;0;85;0,0;0,6296296296296297;16;3;6838,0;5;20;8;166,0;30;230;-200;0,1598404571972854;0,08739135611382308;85;0;0;3
36357;2026-07-17 10:36:52.055;LOW;179000;50;130;0;80;0,0;0,6153846153846154;24;8;13102,0;3;56;9;15371,0;250;130;120;0,19746398380759614;0,18454577925943566;80;0;0;3
36359;2026-07-17 10:37:14.285;HIGH;178950;50;105;55;0;0,5238095238095238;0,0;31;8;103829,0;2;0;0;0,0;80;300;-220;0,222288367662817;0,18454577925943566;-55;0;0;1
36361;2026-07-17 10:39:14.931;LOW;179000;50;130;0;80;0,0;0,6153846153846154;28;10;54192,0;2;4;4;204,0;250;110;140;0,21175139897606857;0,21187046076913918;80;0;0;3
36366;2026-07-17 10:40:30.486;HIGH;179100;50;150;100;0;0,6666666666666666;0,0;28;5;53438,0;5;1;1;0,0;210;150;60;0,21175139897606857;0,1335873318252173;-100;0;0;0
36371;2026-07-17 10:45:13.223;LOW;179000;50;110;0;60;0,0;0,5454545454545454;12;3;218339,0;5;6;3;42882,0;265;0;265;0,13817121085843553;0,08739135611382308;60;0;0;2
36377;2026-07-17 10:50:30.166;HIGH;179150;50;115;65;0;0,5652173913043478;0,0;20;8;50837,0;6;35;2;6564,0;140;350;-210;0,1802000238123586;0,18454577925943566;-65;0;0;1
36380;2026-07-17 10:51:34.829;LOW;179150;50;140;0;90;0,0;0,6428571428571429;11;7;58097,0;3;0;0;0,0;360;0;360;0,13168234313608762;0,16894868436718657;90;0;0;3
36388;2026-07-17 10:55:26.874;HIGH;179400;50;110;60;0;0,5454545454545454;0,0;38;8;49692,0;8;4;1;0,0;200;200;0;0,2420526253125372;0,18454577925943566;-60;0;0;1
36390;2026-07-17 10:57:16.238;LOW;179450;50;110;0;60;0,0;0,5454545454545454;110;5;11513,0;2;6;5;12997,0;150;250;-100;0,3245624479104655;0,1335873318252173;60;1;0;2
36393;2026-07-17 10:58:08.985;HIGH;179450;50;150;100;0;0,6666666666666666;0,0;33;10;109437,0;3;3;2;3,0;400;0;400;0,2281819264198119;0,21187046076913918;-100;0;0;0
36398;2026-07-17 11:01:34.411;LOW;179350;50;150;0;100;0,0;0,6666666666666666;22;13;36140,0;5;0;0;0,0;5;520;-515;0,18912965829265388;0,2483629003452792;100;0;0;3
36408;2026-07-17 11:11:52.394;LOW;178950;50;120;0;70;0,0;0,5833333333333334;17;5;57848,0;9;9;7;18840,0;325;15;310;0,16561495416120967;0,1335873318252173;70;0;0;2
36413;2026-07-17 11:15:50.155;HIGH;179050;50;115;65;0;0,5652173913043478;0,0;54;14;115685,0;5;1;1;0,0;40;250;-210;0,2748541493034885;0,2580664364805334;-65;1;1;1
36417;2026-07-17 11:20:42.472;HIGH;179150;50;125;75;0;0,6;0,0;1;1;0,0;3;1;1;0,0;85;250;-165;0,01595428027146089;0,022145493511132278;-75;0;0;0
36419;2026-07-17 11:24:16.270;LOW;179200;50;135;0;85;0,0;0,6296296296296297;32;14;255865,0;2;54;16;174872,0;295;130;165;0,2253839742826527;0,2580664364805334;85;0;1;3
36423;2026-07-17 11:36:03.678;HIGH;179150;50;150;100;0;0,6666666666666666;0,0;41;17;153923,0;2;0;0;0,0;35;345;-310;0,25002976544826766;0,284021907369925;-100;0;1;0
36429;2026-07-17 11:47:22.818;HIGH;179350;50;145;95;0;0,6551724137931034;0,0;54;35;345301,0;5;4;3;12741,0;110;150;-40;0,2748541493034885;0,35414930348851054;-95;1;1;0
36436;2026-07-17 12:02:01.837;LOW;179350;50;110;0;60;0,0;0,5454545454545454;2;2;5,0;3;2;2;42129,0;400;0;400;0,04000476247172283;0,05929277294916061;60;0;0;2
36443;2026-07-17 12:22:28.995;HIGH;179550;50;135;85;0;0,6296296296296297;0,0;8;7;62078,0;7;30;12;91028,0;95;245;-150;0,10751279914275509;0,16894868436718657;-85;0;0;0
36446;2026-07-17 12:30:06.943;HIGH;179600;50;150;100;0;0,6666666666666666;0,0;107;38;248284,0;2;19;12;211384,0;145;195;-50;0,3228360519109418;0,36075723300392903;-100;1;1;0
